Emotion,Description,Source
Righteous fury,"A passionate and defiant anger driven by a sense of justice, as seen in Antigone’s reaction to her brother’s punishment, influenced by ancient beliefs linking winds to internal emotional turmoil.",The Book of Human Emotions
Stillness,"A sense of calm and tranquility, evoking a peaceful and unchanging state.",The Book of Human Emotions
Captivation,A profound and gripping emotional experience that deeply holds and moves her soul.,The Book of Human Emotions
Melancholy,"A feeling of deep sadness or pensive reflection, often linked metaphorically to the wind's influence.",The Book of Human Emotions
Weather-related emotions,"Refers to feelings influenced by weather, with examples like ""acedia"" (spiritual sloth or melancholy) and ""gezelligheid"" (coziness or conviviality).",The Book of Human Emotions
Humility,"A sense of modesty and lack of arrogance, often accompanied by an awareness of one's limitations or the value of others.",The Book of Human Emotions
Humiliation,"A significant emotional state involving feelings of shame, embarrassment, or loss of dignity, often caused by being demeaned or belittled.",The Book of Human Emotions
Humiliation,"A deeply painful feeling of shame or embarrassment caused by being degraded, ridiculed, or exposed to disrespect, often in a public or vulnerable context.",The Book of Human Emotions
Humility,"Abraham Lincoln declared April 30, 1863, as a day of national humility, urging Americans to reflect on their arrogance and seek penitence through prayer, fasting, and humility, viewing the Civil War as divine retribution for their pride and self-sufficiency.",The Book of Human Emotions
Humiliation,"Humiliation is an unwelcome emotion involving a sense of degradation, claustrophobia, and being trapped in a diminished position, often in front of an audience. It stems from contempt and can trigger cycles of retaliation, making it deeply impactful and potentially destructive.",The Book of Human Emotions
Humility,"Humility involves modesty, respect, and acknowledgment of one's equality with others, often through acts of penance or self-restraint. Rooted in religious practices, it reminds individuals of their mortality and interconnectedness, though achieving true humility can be challenging and may provoke resistance or anger in some.",The Book of Human Emotions
Humility,"Humility involves recognizing that personal achievements and happiness often stem from external factors like privilege, luck, and societal influences, rather than solely individual effort. It contrasts with humiliation and false modesty, emphasizing an honest acknowledgment of interconnectedness and dependence on others.",The Book of Human Emotions
Gratitude,"A feeling of thankfulness and appreciation, often directed toward others or circumstances, for kindness, benefits, or positive outcomes received.",The Book of Human Emotions
Hunger,"A physical sensation or craving caused by the body's need for food, often accompanied by discomfort or urgency to eat.",The Book of Human Emotions
Comfort-seeking,"The text explores how emotions like stress, self-defense, or feeling overlooked drive overeating, using food as a source of comfort, self-kindness, or protection against external pressures and societal demands.",The Book of Human Emotions
Abandonment,"Among the Baining people, hunger symbolizes both physical need and the fear of being abandoned, reflecting the deep social connection between food, care, and belonging in their society.",The Book of Human Emotions
Hunger,"For the Baining, birdsong symbolizes hunger, intensifying when human voices fade, and forest sounds dominate, reflecting its deep emotional resonance in their culture.",The Book of Human Emotions
Longing,"A deep sense of yearning or desire, symbolized by the bird's cry, reflecting an emotional connection or absence.",The Book of Human Emotions
Sadness,"The phrase expresses a sense of sorrow or lamentation, possibly metaphorical, with ""ambiowa"" symbolizing a source of grief or mourning.",The Book of Human Emotions
Desperation,"The speaker expresses intense despair, highlighting their suffering from hunger and someone else's emotional pain for them.",The Book of Human Emotions
Nostalgia,"Reflecting on a past event involving parents traveling to Malasait, evoking a sense of longing or reminiscence.",The Book of Human Emotions
Loneliness,A feeling of sadness or isolation due to a lack of companionship or connection with others.,The Book of Human Emotions
Hwyl,"A Welsh term describing a stirring feeling of emotional motivation, inspiration, or fervor, often linked to a sense of enthusiasm or spirit.",The Book of Human Emotions
Hwyl,"A Welsh term for exuberance or excitement, likened to the feeling of sailing on a gust of wind. It describes inspiration, enthusiasm, or elevated spirits, often in creative or social contexts.",The Book of Human Emotions
Joy,"A feeling of great happiness, delight, or pleasure, often associated with positive experiences or achievements.",The Book of Human Emotions
